Instrument,Date,Earnings Per Share - Actual,Earnings Per Share - Mean,Earnings Per Share - Actual Surprise,Earnings Per Share – Coefficient of Variation,Market Capitalization,Revenue - Actual,Enterprise Value,Number of Analysts,Recommendation - Mean (1-5),Recommendation - Mean (1-5),"WACC Inflation Adjusted Risk Free Rate, (%)",Net Income after Tax,Price Target - Mean,Price Close,Enterprise Value To Sales (Daily Time Series Ratio)
TSLA.OQ,2021-10-20 16:08:00,0.62,0.53138,16.678,17.9287891904099,767736954725.84,13757000000.0,761236954725.84,28,2.65854,2.75676,1.527139,1659000000.0,240.37092,258.49307484,18.211145065
EXR.N,2022-11-01 16:10:00,1.65,1.59167,3.665,2.74868534306734,23128984170.27,428787000.0,30493699170.27,8,2.28571,2.26667,3.747421,236126000.0,208.38462,172.71,17.1454654991086
EXR.N,2022-08-02 16:10:00,1.64,1.46875,11.66,2.83710638297872,22779099302.08,408044000.0,29445832302.08,8,2.26667,2.3125,3.092855,247834000.0,198.0,170.12,17.6850489794214
EXR.N,2022-05-03 16:10:00,1.51,1.3525,11.645,3.9083179297597,27602021225.6,379808000.0,33870736225.6,8,2.3125,2.3125,2.325202,217717000.0,223.69231,205.6,21.6982761253282
EXR.N,2022-02-23 16:17:00,2.0,1.39625,43.241,6.263921217547,30357288720.92,364542000.0,36194202720.92,8,2.3125,2.13333,1.515266,283858000.0,222.0,226.73,24.121990358
EXR.N,2021-10-27 16:12:00,1.4,1.21833,14.911,1.29029080790919,22480281192.37,351355000.0,27783542192.37,8,2.13333,2.06667,1.527139,199820000.0,197.85714,167.99,19.656906928
SPGI.N,2022-10-27 07:10:00,2.93,2.79441,4.852,2.12388303792214,101834225000.0,2861000000.0,114465225000.0,17,1.76191,1.76191,3.747421,678000000.0,381.88235,305.35,11.7631291200168
SPGI.N,2022-08-02 07:10:00,2.81,2.93518,-4.265,2.94871183368652,113319572000.0,2970000000.0,123905572000.0,17,1.76191,1.75,3.092855,1051000000.0,411.6875,337.06,14.2808041522491
SPGI.N,2022-05-03 07:10:00,2.89,2.98419,-3.156,5.97281004225602,142343479895.88,3072000000.0,152838479895.88,17,1.75,1.8,2.325202,1299000000.0,469.3125,410.18,17.2898011203905
SPGI.N,2022-02-08 07:10:00,3.15,3.1325,0.559,2.63942537909018,113735130000.0,2088000000.0,114845130000.0,15,1.8,1.8,1.515266,736000000.0,499.08333,471.93,14.265122585
SPGI.N,2021-10-26 07:10:00,3.54,3.1466,12.502,2.56944003050912,102398490000.0,2087000000.0,103868490000.0,15,1.8,1.71429,1.527139,861000000.0,499.58333,424.89,13.33356605
ADBE.OQ,2022-09-15 08:00:00,3.4,3.33383,1.985,0.600810479238594,172289520000.0,4433000000.0,170652520000.0,24,2.03125,1.80645,3.747421,1136000000.0,423.07143,275.2,7.34706997847712
ADBE.OQ,2022-06-16 16:05:00,3.35,3.30925,1.231,0.920148069804336,203061600000.0,4386000000.0,201888600000.0,24,1.80645,1.8125,3.092855,1178000000.0,518.6963,366.06,10.1924806805248
ADBE.OQ,2022-03-22 16:05:00,3.37,3.34354,0.791,0.86913869730884,213269721000.0,4262000000.0,212693721000.0,26,1.8125,1.80645,2.325202,1266000000.0,608.7037,455.62,13.3009819105439
ADBE.OQ,2021-12-16 08:05:00,3.2,3.19715,0.089,1.42752138623461,293344974000.0,4110000000.0,291669974000.0,26,1.80645,1.76667,1.515266,1233000000.0,697.42857,567.06,17.733965693
ADBE.OQ,2021-09-21 16:08:00,3.11,3.01148,3.272,0.875317119821483,317563476000.0,3935000000.0,315521476000.0,24,1.76667,1.72414,1.527139,1212000000.0,683.03846,575.72,18.006859792
ADSK.OQ,2022-11-22 16:01:00,1.7,1.7012,-0.071,0.971079238184811,46258593986.4,1280000000.0,47084593986.4,20,2.125,1.91304,3.747421,198000000.0,243.40455,186.8,8.73165630351573
ADSK.OQ,2022-08-24 16:01:00,1.65,1.57367,4.85,1.80851131431622,47000323385.6,1237000000.0,48104323385.6,19,1.91304,2.04762,3.092855,186000000.0,257.61429,171.96,8.40930314024217
ADSK.OQ,2022-05-26 16:01:00,1.43,1.34133,6.611,2.73236265497678,41173537059.2,1170000000.0,42217537059.2,18,2.04762,2.08333,2.325202,146000000.0,256.1,214.35,10.8160368928734
ADSK.OQ,2022-02-24 16:01:00,1.5,1.4381,4.304,1.46860440859467,54947159832.43,1211600000.0,55810659832.43,20,2.08333,2.13044,1.515266,89100000.0,308.2381,281.19,14.876370462
ADSK.OQ,2021-11-23 16:01:00,1.331,1.25505,6.052,1.40472491135811,69826698566.01,1125800000.0,70661398566.01,20,2.13044,2.14286,1.527139,136700000.0,349.66667,285.17,15.692780839
WRK.N,2022-11-10 06:30:00,1.43,1.41509,1.054,4.29725317824308,7855266795.39,5402500000.0,15405466795.39,12,2.57143,2.5,3.747421,344900000.0,38.25,30.89,0.744647367824011
WRK.N,2022-08-04 06:30:00,1.54,1.47936,4.099,3.76919749080684,10153302405.12,5519700000.0,17894302405.12,12,2.5,2.35714,3.092855,379800000.0,52.5,39.84,0.898666693268647
WRK.N,2022-05-05 06:36:00,1.17,1.01536,15.23,4.026158209896,12378972855.76,5382100000.0,20415672855.76,12,2.35714,2.33333,2.325202,40700000.0,57.08333,47.03,1.05424074746901
WRK.N,2022-02-03 06:30:00,0.65,0.63675,2.081,4.4554377699254,11687345150.36,4952200000.0,19651845150.36,12,2.33333,2.21429,1.515266,183800000.0,56.38462,44.36,1.046188015
WRK.N,2021-11-09 06:30:00,1.23,1.14092,7.808,5.8549240963433,13304914112.49,5090500000.0,21229514112.49,12,2.21429,2.13333,1.527139,324600000.0,58.30769,49.83,1.18330092
WHR.N,2022-10-20 16:05:00,4.49,5.342,-15.949,8.45076750280794,7279740000.0,4784000000.0,10636740000.0,8,3.0,2.90909,3.747421,147000000.0,167.8,134.81,0.511666979362102
WHR.N,2022-07-25 16:05:00,5.97,5.24213,13.885,9.68823741494393,8517850000.0,5097000000.0,12146850000.0,8,2.90909,2.7,3.092855,-369000000.0,202.66667,154.87,0.545915904766325
WHR.N,2022-04-25 16:05:00,5.31,5.36143,-0.959,16.6185140904572,10101150231.66,4920000000.0,13346150231.66,7,2.7,2.7,2.325202,321000000.0,229.6,172.78,0.566802375786218
WHR.N,2022-01-26 16:10:00,6.14,5.88857,4.27,2.20002479379544,14253972091.44,5815000000.0,16613972091.44,7,2.7,2.66667,1.515266,294000000.0,255.66667,234.66,0.765430266
WHR.N,2021-10-21 16:05:00,6.68,6.11571,9.227,2.85608702832541,12782734490.7,5488000000.0,15343734490.7,8,2.66667,2.66667,1.527139,486000000.0,256.4,203.86,0.700828372
FOXA.OQ,2022-11-01 08:00:00,1.21,1.14282,5.878,5.59055669309253,16317983803.04,3192000000.0,18831983803.04,23,2.43478,2.45833,3.747421,613000000.0,37.925,30.68,1.32732101066552
FOXA.OQ,2022-08-10 08:00:00,0.74,0.75445,-1.915,5.29789913181788,17302199062.74,3033000000.0,19532199062.74,22,2.45833,2.34615,3.092855,308000000.0,42.275,32.16,1.45081332244523
FOXA.OQ,2022-05-10 08:00:00,0.81,0.87791,-7.735,11.079723434065,21423212743.52,3455000000.0,24187212743.52,24,2.34615,2.30769,2.325202,290000000.0,46.30435,39.45,1.86220386605254
FOXA.OQ,2022-02-09 08:01:00,0.13,0.03285,295.738,202.009132420091,20435627030.91,4441000000.0,24321627030.91,24,2.30769,2.35714,1.515266,-73000000.0,46.65217,36.9,1.758678479
FOXA.OQ,2021-11-03 16:05:00,1.11,1.03313,7.441,7.15205250065335,22303009991.34,3045000000.0,25147009991.34,25,2.35714,2.48148,1.527139,708000000.0,44.5,40.11,1.908049422
TT.N,2022-11-02 06:58:00,2.27,2.1185,7.151,1.50625442530092,33554991336.03,4372000000.0,37322291336.03,22,2.66667,2.66667,3.29282453331443,560300000.0,169.76471,144.81,2.51547632868419
TT.N,2022-08-03 06:30:00,2.16,2.10081,2.818,0.888704832897787,30371449238.91,4190400000.0,34133549238.91,22,2.66667,2.70833,2.91936963920711,516500000.0,158.29412,129.87,2.34097325873514
TT.N,2022-05-04 09:41:00,1.12,0.98805,13.355,2.32882951267648,35661266495.7,3355500000.0,39173766495.7,22,2.70833,2.70833,2.14571187856126,270400000.0,177.10526,152.7,2.71365881665064
TT.N,2022-01-31 07:27:00,1.36,1.31455,3.458,1.13498915978852,47990242161.34,3569000000.0,50690342161.34,22,2.70833,2.65217,1.29346942920754,329100000.0,197.63158,202.03,3.645017689
TT.N,2021-11-03 06:30:00,1.8,1.84376,-2.373,2.0870395279212,41023142572.95,3719800000.0,43138042572.95,21,2.65217,2.54546,1.32963714211419,422000000.0,201.0,172.65,3.186781634
TSN.N,2022-11-14 06:55:00,1.63,1.7285,-5.699,9.46022562915823,23710229537.25,13737000000.0,31109229537.25,11,2.64286,2.46667,3.747421,537000000.0,85.26364,65.93,0.594320221889565
TSN.N,2022-08-08 07:00:00,1.94,1.97791,-1.917,5.75910936291338,30822083195.75,13495000000.0,38228083195.75,11,2.46667,2.4,3.092855,753000000.0,95.66667,86.06,0.749039486156333
TSN.N,2022-05-09 07:30:00,2.29,1.90818,20.01,12.0973912314352,32998884064.96,13117000000.0,40338884064.96,11,2.4,2.2,2.325202,833000000.0,99.90909,89.63,0.788231640959976
TSN.N,2022-02-07 07:30:00,2.87,1.9028,50.83,9.28999369350431,31646164103.32,12933000000.0,38193164103.32,11,2.2,2.2,1.515266,1126000000.0,97.90909,87.16,0.820807331
TSN.N,2021-11-15 07:30:00,2.3,2.0275,13.44,20.7235511713933,28569530324.8,12811000000.0,35541530324.8,11,2.2,2.14286,1.527139,1358000000.0,88.41667,78.94,0.824333029
AKAM.OQ,2022-11-08 16:01:00,1.26,1.22318,3.01,0.984319560489871,12767437725.76,881896000.0,14187436725.76,17,2.55,2.35,3.747421,108154000.0,105.825,80.32,4.04033558256431
AKAM.OQ,2022-08-09 16:00:00,1.35,1.3058,3.385,1.27967529483841,14521470000.0,903332000.0,16188818000.0,16,2.35,2.15,3.092855,119537000.0,116.175,91.33,4.64814735949114
AKAM.OQ,2022-05-03 16:01:00,1.39,1.42012,-2.121,1.08582373320564,19209991880.2,903647000.0,21060049880.2,17,2.15,2.15,2.325202,126798000.0,132.8,119.39,5.80949678197561
AKAM.OQ,2022-02-15 16:03:00,1.49,1.41871,5.025,1.18628895264007,19016649368.64,905358000.0,19914621368.64,17,2.15,2.125,1.515266,161964000.0,137.66667,117.04,5.601725722
AKAM.OQ,2021-11-02 16:01:00,1.45,1.3858,4.633,1.42444797229037,17030373070.19,860333000.0,17071646070.19,15,2.125,2.0,1.527139,179980000.0,132.84615,104.59,5.264397873
LUV.N,2022-10-27 06:42:00,0.5,0.42371,18.005,12.0908168322674,18298918965.24,6220000000.0,13321918965.24,15,2.05,1.95,3.747421,277000000.0,48.2,30.84,0.586560087237141
LUV.N,2022-07-28 06:45:00,1.3,1.185,9.705,5.1620253164557,21417586540.56,6728000000.0,15525586540.56,14,1.95,2.18182,3.092855,760000000.0,53.46667,36.12,0.889843019778645
LUV.N,2022-04-28 06:45:00,-0.32,-0.30441,-5.121,-38.2379028284222,27152291656.8,4694000000.0,22136291656.8,17,2.18182,2.22727,2.325202,-278000000.0,54.64944,45.8,1.41705456977834
LUV.N,2022-01-27 06:32:00,0.14,0.06794,106.064,254.651162790698,25357848815.88,5051000000.0,20580848815.88,17,2.22727,1.90476,1.515266,68000000.0,54.76056,42.84,1.614793665
LUV.N,2021-10-21 06:32:00,-0.23,-0.27312,15.788,-28.042618629174,30428279566.51,4679000000.0,25662279566.51,17,1.90476,1.95238,1.527139,446000000.0,65.24684,51.43,2.524557021
INVH.N,2022-10-26 16:15:00,0.13,0.155,-16.129,11.6322580645161,20647312626.93,568675000.0,28135301626.93,8,1.90476,1.95455,3.747421,79429000.0,42.26316,33.77,13.294783596673
INVH.N,2022-07-27 16:15:00,0.18,0.15222,18.25,13.7695440809355,21716605562.22,557300000.0,29245818562.22,10,1.95455,1.86364,3.092855,111505000.0,43.45,35.58,14.1950307066368
INVH.N,2022-04-27 16:15:00,0.15,0.1425,5.263,10.9543859649123,24437276506.3,532310000.0,31873005506.3,10,1.86364,1.9,2.325202,93003000.0,47.1,40.18,15.9633256818666
INVH.N,2022-02-15 16:15:00,0.12,0.12375,-3.03,16.630303030303,27251400158.92,520225000.0,34686739158.92,9,1.9,1.84211,1.515266,74871000.0,47.63158,45.34,17.800452545
INVH.N,2021-10-27 16:54:00,0.12,0.09625,24.675,13.6831168831169,22791402334.91,509532000.0,30081602334.91,9,1.84211,1.88889,1.527139,69495000.0,45.89474,38.33,16.25614125
TSCO.OQ,2022-10-20 06:20:00,2.1,2.07346,1.28,2.31255968284896,20600506331.92,3270804000.0,21505791331.92,26,2.125,2.12903,3.747421,234137000.0,231.77778,185.88,1.59089284470387
TSCO.OQ,2022-07-21 07:00:00,3.53,3.50708,0.654,1.56768593815938,22708614035.16,3903406000.0,23204564035.16,25,2.12903,2.1875,3.092855,396478000.0,240.76,193.85,1.72109688933056
TSCO.OQ,2022-04-21 06:55:00,1.65,1.41527,16.586,5.308527701428,26040372485.4,3024132000.0,26662527485.4,27,2.1875,2.24242,2.325202,187227000.0,245.92308,233.37,2.06711677144993
TSCO.OQ,2022-01-27 06:17:00,1.93,1.84969,4.342,2.56367283166368,25980532701.48,3319284000.0,26125629701.48,27,2.24242,2.36364,1.515266,221338000.0,237.11539,238.6,2.20215545
TSCO.OQ,2021-10-21 07:05:00,1.95,1.65841,17.583,4.72862561127827,23983080785.28,3017926000.0,23891519785.28,28,2.36364,2.3125,1.527139,224400000.0,218.03846,202.61,1.908354928
AON.N,2022-10-28 06:00:00,2.02,1.99471,1.268,2.56077324523364,56500628953.59,2696000000.0,60027628953.59,16,2.94118,2.9375,3.29282453331443,418000000.0,303.76923,267.87,4.79393879803699
AON.N,2022-07-29 06:00:00,2.63,2.55633,2.882,2.1143592572164,57275690691.36,2983000000.0,60387690691.36,15,2.9375,2.875,2.91936963920711,514000000.0,303.58333,269.68,4.86024401777923
AON.N,2022-04-29 06:00:00,4.83,4.81167,0.381,1.6345676241305,69666734509.8,3670000000.0,72356734509.8,15,2.875,2.875,2.14571187856126,1048000000.0,319.09091,325.63,5.92829775361274
AON.N,2022-02-04 06:00:00,3.71,3.3494,10.766,3.69439302561653,66223107947.36,3080000000.0,68840107947.36,15,2.875,2.66667,1.29346942920754,873000000.0,317.5,300.56,5.583135283
AON.N,2021-10-29 06:00:00,1.74,1.70429,2.095,6.29529012081277,64511762198.19,2702000000.0,65721762198.19,14,2.66667,2.53333,1.32963714211419,-891000000.0,301.81818,285.77,5.482846884
AMZN.OQ,2022-10-27 16:01:00,0.17,0.2154,-21.077,35.6081708449396,1152374000000.0,127101000000.0,1180463000000.0,41,1.75472,1.75862,3.747421,2875000000.0,163.09021,113.0,2.41692975126672
AMZN.OQ,2022-07-28 16:01:00,0.18,0.14412,24.897,72.4882042742159,1081536430000.0,121234000000.0,1109345430000.0,43,1.75862,1.72414,3.092855,-2016000000.0,170.18971,106.21,2.27419147751535
AMZN.OQ,2022-04-28 16:01:00,0.369,0.41788,-11.698,13.3267923805877,1657815739088.25,116444000000.0,1669611739088.25,43,1.72414,1.65455,2.325202,-3843000000.0,199.08546,162.9975,3.47805709202262
AMZN.OQ,2022-02-03 16:03:00,0.29,0.17848,62.481,44.0329448677723,1691002595270.8,137412000000.0,1668941595270.8,43,1.65455,1.66071,1.515266,14322000000.0,205.09706,166.717,3.665949571
AMZN.OQ,2021-10-28 16:01:00,0.306,0.44597,-31.385,19.5977307890665,1663677365820.8,110812000000.0,1660263365820.8,41,1.66071,1.67308,1.527139,3160000000.0,207.08628,164.252,3.702810222
MS.N,2022-10-14 05:10:00,1.47,1.48626,-1.094,7.46571932232584,177548037721.7,12986000000.0,365533037721.7,20,2.14815,2.06897,3.747421,3724000000.0,94.3087,79.01,11.185308917093
MS.N,2022-07-14 07:30:00,1.39,1.53075,-9.195,7.20300506287767,170597397616.35,13132000000.0,344520397616.35,21,2.06897,2.13793,3.092855,3512000000.0,95.55833,76.06,11.1050737198645
MS.N,2022-04-14 07:30:00,2.02,1.68479,19.896,6.25359837131037,145266015172.74,14801000000.0,315103015172.74,21,2.13793,2.13793,2.325202,4168000000.0,108.55,87.4,11.2867661107999
MS.N,2022-01-19 07:30:00,2.01,1.9099,5.241,4.72851981779151,123984355935.44,14524000000.0,304345355935.44,22,2.13793,2.14286,1.515266,3412000000.0,115.02174,98.16,11.505585058
MS.N,2021-10-14 07:30:00,1.98,1.6846,17.535,3.6774308441173,76236392416.0,14753000000.0,244152392416.0,21,2.14286,2.0,1.527139,2751000000.0,110.26304,97.31,11.68479612
BRKb.N,2022-08-08 06:26:00,4.21,3.32667,26.553,3.72504636768901,602011306312.64,76180000000.0,624105306312.64,3,2.8,2.8,3.747421,-43376000000.0,370.0,267.02,2.37817497813327
BRKb.N,2022-04-30 08:00:00,3.18,2.8,13.571,4.87071428571429,779542323104.29,68832000000.0,801669323104.29,3,2.8,2.8,3.092855,5585000000.0,357.5,273.02,2.44871081388088
BRKb.N,2022-02-28 06:32:00,3.27,2.88333,13.411,5.84705878272692,669122034349.0,71798000000.0,645396034349.0,3,2.8,2.25,2.325202,39898000000.0,345.5,352.91,2.94954371737267
BRKb.N,2021-11-07 23:51:00,2.87,2.98667,-3.906,3.46171488647892,618228147293.34,70583000000.0,592590147293.34,4,2.25,2.25,1.515266,10644000000.0,337.0,299.0,2.689820991
BRKb.N,2021-08-07 08:09:00,2.93,2.6,12.692,5.16961538461538,635744177803.76,96508000000.0,615300177803.76,3,2.25,2.25,1.527139,28425000000.0,310.0,272.94,2.679034564
GOOG.OQ,2022-10-25 16:02:00,1.06,1.24839,-15.09,6.50758176531372,1243730650000.0,69092000000.0,1142538650000.0,34,1.46154,1.53846,3.747421,13910000000.0,143.85,96.15,4.07547898712514
GOOG.OQ,2022-07-26 16:02:00,1.21,1.29523,-6.581,6.54632767925388,1437608994806.25,69685000000.0,1327427994806.25,33,1.53846,1.46154,3.092855,16002000000.0,148.95,109.3725,4.87771051664331
GOOG.OQ,2022-04-26 16:09:00,1.231,1.29361,-4.84,7.83002605112824,1842066627198.91,68011000000.0,1723068627198.91,34,1.46154,1.45455,2.325202,16436000000.0,162.66667,139.6495,6.6657647278881
GOOG.OQ,2022-02-01 16:02:00,1.5345,1.3756,11.551,6.92861296888631,1921854645843.66,75325000000.0,1797135645843.66,32,1.45455,1.61539,1.515266,20642000000.0,172.66667,144.6795,7.501311174
GOOG.OQ,2021-10-26 16:00:00,1.3995,1.17365,19.244,9.7354407191241,1779953987630.97,65118000000.0,1652487987630.97,31,1.61539,1.58333,1.527139,18936000000.0,159.52778,133.2655,7.529730042
KR.N,2022-09-09 08:20:00,0.9,0.82653,8.889,9.68385902508076,33781605587.01,34638000000.0,45938605587.01,20,2.77778,2.82143,3.747421,732000000.0,54.17625,43.75,0.30159370677126
KR.N,2022-06-16 08:09:00,1.45,1.29744,11.759,5.51547663090393,35412443024.46,44600000000.0,47651443024.46,20,2.82143,2.82759,3.092855,666000000.0,55.45833,47.33,0.326556220927332
KR.N,2022-03-03 08:00:00,0.91,0.7366,23.541,5.85120825414065,31961559367.08,33048000000.0,43481559367.08,22,2.82759,2.7931,2.325202,569000000.0,48.836,57.37,0.384487360430929
KR.N,2021-12-02 08:00:00,0.78,0.66285,17.674,6.74662442483216,31470780854.48,31860000000.0,42875780854.48,22,2.7931,2.78571,1.515266,485000000.0,43.81923,45.26,0.329574093
KR.N,2021-09-10 08:00:00,0.8,0.64222,24.568,7.00850175952166,31989262161.99,31682000000.0,43899262161.99,21,2.78571,2.84615,1.527139,469000000.0,40.892,40.43,0.31456313
BKNG.OQ,2022-11-02 17:20:00,53.03,49.91736,6.236,4.50636812523739,65245703776.08,6052000000.0,65292703776.08,27,2.21212,2.20588,3.747421,1666000000.0,2310.24074,1643.21,4.22394560229892
BKNG.OQ,2022-08-03 16:24:00,19.08,17.48382,9.13,12.3191041774624,70218452268.99,4294000000.0,67850452268.99,27,2.20588,2.22857,3.092855,857000000.0,2478.53571,1748.99,5.54966849975943
BKNG.OQ,2022-05-04 16:02:00,3.9,0.897,334.783,266.960981047938,95710316503.75,2695000000.0,94929316503.75,28,2.22857,2.41177,2.325202,-700000000.0,2669.03448,2348.45,8.71366275814473
BKNG.OQ,2022-02-23 16:02:00,15.83,13.64046,16.052,14.5756814652878,98520745116.55,2981000000.0,98294745116.55,29,2.41177,2.61765,1.515266,618000000.0,2721.10926,2399.23,10.56861043
BKNG.OQ,2021-11-03 16:00:00,37.7,32.89663,14.601,20.4447081661556,97479341902.77,4676000000.0,96348341902.77,30,2.61765,2.60606,1.527139,769000000.0,2594.89286,2373.87,13.639551735
STZ.N,2022-10-06 07:30:00,3.17,2.80969,12.824,5.11942598649673,46954886957.8,2655100000.0,58061886957.8,18,2.0,2.08333,3.747421,-1140700000.0,275.09524,229.68,6.03743767233494
STZ.N,2022-06-30 07:00:00,2.66,2.512,5.892,3.4171974522293,45975370026.93,2363200000.0,57177970026.93,19,2.08333,2.08333,3.092855,399300000.0,270.76191,233.06,6.17636425219994
STZ.N,2022-04-07 07:30:00,2.37,2.10419,12.632,8.18319638435693,40486965452.74,2102500000.0,51019965452.74,19,2.08333,2.04167,2.325202,405600000.0,272.61905,230.32,6.1732631371252
STZ.N,2022-01-06 07:30:00,3.12,2.76306,12.918,6.61874877852815,42252426464.67,2320600000.0,52531726464.67,19,2.04167,2.08696,1.515266,480800000.0,270.68182,250.97,6.58212699335966
STZ.N,2021-10-06 07:30:00,2.38,2.77081,-14.105,4.70584413943937,40577859599.72,2371100000.0,51379859599.72,19,2.08696,2.08696,1.527139,11900000.0,262.09091,210.69,5.83677390102674
WBD.OQ,2022-11-03 16:01:00,-0.95,-0.2095,-353.461,-165.255369928401,27917317901.5,9823000000.0,77195317901.5,22,2.5,2.40741,3.747421,-2285000000.0,23.2,11.5,4.12334098750194
WBD.OQ,2022-08-04 16:09:00,0.82,0.02111,3784.211,1178.73045949787,32568251915.1,10823000000.0,84326251915.1,23,2.40741,2.5,3.092855,-3408000000.0,28.45,13.42,3.53545563904284
WBD.OQ,2022-04-26 07:00:00,0.69,0.04,1625.0,774,12700465008.19,3159000000.0,24530465008.19,21,2.5,2.47619,2.325202,475000000.0,36.47368,24.92,2.10044007941842
WBD.OQ,2022-02-24 07:02:00,0.08,0.82853,-90.344,16.1068398247499,11737231309.66,3187000000.0,24643231309.66,22,2.47619,2.63636,1.515266,91000000.0,37.52941,23.54,2.11885881494197
WBD.OQ,2021-11-03 07:02:00,0.24,0.40615,-40.909,20.8543641511757,12630672782.17,3150000000.0,26086672782.17,23,2.63636,2.61905,1.527139,197000000.0,38.22222,25.38,2.35498387595523
ABBV.N,2022-10-28 07:44:00,3.66,3.5732,2.429,1.21347811485503,237296230593.95,14812000000.0,295056230593.95,15,2.24,2.2,3.747421,3952000000.0,157.99524,134.21,5.23639872698652
ABBV.N,2022-07-29 07:41:00,3.37,3.31413,1.686,2.15290287345397,270650580312.28,14583000000.0,333656580312.28,15,2.2,2.08,3.092855,928000000.0,162.28455,153.16,5.93360212097453
ABBV.N,2022-04-29 07:52:00,3.24,3.14163,3.131,0.87852484219975,286332449029.64,13538000000.0,352265449029.64,16,2.08,2.0,2.325202,4493000000.0,163.90261,162.11,6.28529012277596
ABBV.N,2022-02-02 07:43:00,3.31,3.28575,0.738,1.31476831773568,239371014961.0,14886000000.0,306253014961.0,16,2.0,1.91667,1.515266,4045000000.0,143.44609,135.4,5.580489314
ABBV.N,2021-10-29 07:40:00,3.33,3.22292,3.323,1.03012175294454,190625224636.84,14342000000.0,259124224636.84,15,1.91667,1.96,1.527139,3180000000.0,127.23909,107.87,4.917050841
STLD.OQ,2022-10-19 16:30:00,5.46,5.09313,7.203,4.84122730030453,12956231222.55,5651707000.0,13951643222.55,10,2.46154,2.53846,3.747421,918475000.0,87.59091,70.95,0.658511870584907
STLD.OQ,2022-07-20 16:30:00,6.73,6.049,11.258,9.97371466358076,12481844029.2,6212878000.0,14132542029.2,10,2.53846,2.38462,3.092855,1214652000.0,85.48182,66.15,0.703950568506504
STLD.OQ,2022-04-20 16:30:00,6.02,5.66113,6.339,6.74035042473852,15811519194.27,5569902000.0,17714310194.27,11,2.38462,2.38462,2.325202,1107354000.0,88.65,83.43,0.960899632202446
STLD.OQ,2022-01-24 16:30:00,5.78,5.72289,0.998,9.61210157804885,12317867597.82,5310657000.0,14195405597.82,10,2.38462,2.25,1.515266,1095697000.0,77.04546,62.07,0.911587128
STLD.OQ,2021-10-18 16:30:00,4.96,4.76644,4.061,6.76144040415908,11936579877.84,5088288000.0,13930117877.84,10,2.25,2.1,1.527139,1000159000.0,78.72727,58.48,1.077351589
MA.N,2022-10-27 08:01:00,2.68,2.56379,4.533,2.34730613661805,274779372881.16,5756000000.0,281350372881.16,29,1.81579,1.82927,3.747421,2499000000.0,399.02857,284.34,13.5170103043374
MA.N,2022-07-28 08:03:00,2.56,2.35783,8.574,2.49169787474076,305384640000.0,5491000000.0,313597640000.0,31,1.82927,1.775,3.092855,2275000000.0,419.72973,315.48,15.721684760756
MA.N,2022-04-28 08:00:00,2.76,2.1673,27.347,4.98315876897522,349330529769.82,5136000000.0,356744529769.82,30,1.775,1.8,2.325202,2631000000.0,431.54722,357.38,18.822152603782
MA.N,2022-01-27 08:01:00,2.35,2.2093,6.369,1.81460191010727,352133600000.0,5216000000.0,358240600000.0,30,1.8,1.82927,1.515266,2379000000.0,427.59474,359.32,20.192129526
MA.N,2021-10-28 08:01:00,2.37,2.19414,8.015,2.76828278961233,343081946602.56,4985000000.0,350125946602.56,30,1.82927,1.7907,1.527139,2414000000.0,433.38056,347.68,21.054564099
XOM.N,2022-10-28 06:26:00,4.45,3.79259,17.334,8.68192976303792,359542580000.0,112070000000.0,381506580000.0,20,2.25,2.36667,3.747421,20198000000.0,110.88,87.31,1.1208434508058
XOM.N,2022-07-29 06:30:00,4.14,3.73744,10.771,11.3149642536067,356916372303.8,115681000000.0,392130372303.8,20,2.36667,2.46667,3.092855,18574000000.0,102.20385,85.64,1.30571626238717
XOM.N,2022-04-29 06:30:00,2.07,2.12235,-2.467,9.00652578509671,347913945861.24,90500000000.0,391687945861.24,18,2.46667,2.59375,2.325202,5750000000.0,95.05,82.59,1.43140006166149
XOM.N,2022-02-01 07:35:00,2.05,1.93762,5.8,6.7190677222572,259051954878.41,84965000000.0,307059954878.41,21,2.59375,2.65625,1.515266,9026000000.0,77.99259,61.19,1.318013291
XOM.N,2021-10-29 07:35:00,1.58,1.5586,1.373,4.84024124214038,249018401469.98,73786000000.0,307772401469.98,22,2.65625,2.6129,1.527139,6942000000.0,70.48214,58.82,1.458834059
SWK.N,2022-10-27 06:22:00,0.76,0.7035,8.031,5.96588486140725,11117226694.05,4119600000.0,19251826694.05,16,2.71429,2.59091,3.747421,36600000.0,100.0,75.21,1.35678151441369
SWK.N,2022-07-28 06:00:00,1.77,2.11529,-16.324,3.21752572933262,16196995259.99,4393000000.0,27723095259.99,16,2.59091,2.42857,3.092855,78700000.0,135.76923,104.86,1.66075907316355
SWK.N,2022-04-28 06:00:00,2.1,1.69857,23.633,2.32195317237441,21263793167.5,4448000000.0,32163393167.5,15,2.42857,2.27273,2.325202,155600000.0,174.23077,139.79,1.83320721671103
SWK.N,2022-02-01 06:00:00,2.43,2.05067,18.498,1.78478253448873,30751324258.82,4068300000.0,37827224258.82,17,2.27273,2.09524,1.515266,288500000.0,220.2,188.62,2.50241560205621
SWK.N,2021-10-28 06:00:00,2.77,2.47313,12.004,3.69976507502638,28497177180.9,4263200000.0,33355477180.9,16,2.09524,2.2,1.527139,369700000.0,224.5,175.31,2.31663570001958
